,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
305,12430,42000.0,12.0,2011.0,63,,,269712670,3.95,4.0,4.0,4.0,3.75,4.0,4.0,75.0,1.0,5.0,1197.0,55.0,129.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
307,12444,65866.0,6.0,2011.0,77,,,270351130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,58.0,136.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
310,12449,47347.0,4.0,2012.0,77,4.0,2017.0,270711246,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1197.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
311,12449,40705.0,2.0,2012.0,63,,,267765909,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1197.0,55.0,130.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
312,12449,41397.0,3.0,2012.0,77,,,267765910,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,2.0,,1197.0,57.0,134.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
313,12479,74525.0,10.0,2011.0,90,10.0,2016.0,270784218,4.0,4.0,4.0,0.0,0.0,4.0,2.0,100.0,2.0,,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
316,12490,74900.0,2.0,2011.0,90,,,269715136,4.31,3.75,4.25,4.33,4.66,5.0,4.0,75.0,1.0,7.0,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
318,12499,30209.0,10.0,2010.0,90,,,270018648,4.22,4.38,4.35,4.25,4.12,4.0,57.0,86.0,2.0,,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
319,12500,73843.0,1.0,2011.0,77,,,269270321,1.76,1.66,2.66,1.33,1.66,1.0,3.0,0.0,,5.0,1598.0,45.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
327,12680,18900.0,4.0,2011.0,63,4.0,2016.0,270338776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1197.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
329,12729,67041.0,5.0,2011.0,77,,,270355571,4.55,4.5,4.5,4.5,4.5,5.0,2.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
330,12730,63820.0,10.0,2010.0,77,,,269984242,4.03,4.16,4.0,4.16,3.66,4.2,6.0,100.0,,5.0,1598.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
333,12830,31500.0,6.0,2009.0,90,,,270068993,3.18,4.0,4.0,2.5,2.5,2.5,3.0,100.0,2.0,,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
335,12830,74274.0,2.0,2012.0,77,,,269901933,2.2,1.0,3.0,3.0,3.0,1.0,1.0,100.0,1.0,5.0,1598.0,41.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
337,12870,89997.0,8.0,2011.0,77,8.0,2016.0,269647321,4.9,5.0,5.0,4.75,4.75,5.0,4.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
343,12879,46472.0,2.0,2012.0,77,,,266105054,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1197.0,52.0,121.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
346,12890,60430.0,4.0,2011.0,90,,,269872594,3.96,3.75,3.85,4.14,4.42,3.5,8.0,100.0,1.0,6.0,1390.0,62.0,144.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
351,12916,82250.0,3.0,2011.0,90,1.0,2016.0,266974635,4.03,4.14,4.42,4.0,4.0,3.4,7.0,71.0,2.0,7.0,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
352,12924,93401.0,1.0,2012.0,77,,,270377278,3.69,3.77,3.66,3.66,4.0,3.37,9.0,78.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
354,12930,54217.0,3.0,2011.0,90,3.0,2016.0,270825489,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,,1390.0,63.0,149.0,5.0,2.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
356,12930,46490.0,4.0,2011.0,90,4.0,2016.0,270877169,4.48,4.6,4.6,4.6,4.6,4.0,5.0,100.0,1.0,6.0,1390.0,63.0,149.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
357,12950,44706.0,1.0,2012.0,77,,,268641305,4.75,4.75,4.75,4.87,4.75,4.6,8.0,100.0,,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
358,12980,35524.0,12.0,2011.0,77,,,270686335,4.4,4.38,4.69,4.53,4.33,4.0,13.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
359,12980,89790.0,1.0,2012.0,77,,,269957558,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,5.0,1598.0,41.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
365,12980,63300.0,3.0,2009.0,118,,,269332314,4.5,4.5,4.5,4.5,4.75,4.25,4.0,100.0,,7.0,1390.0,60.0,139.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
373,13430,59610.0,4.0,2011.0,63,,,269972323,3.95,4.0,4.0,4.0,3.75,4.0,4.0,75.0,1.0,7.0,1200.0,55.0,130.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
376,13415,72469.0,10.0,2010.0,77,,,270241223,3.81,3.69,3.56,3.86,3.95,4.16,23.0,78.0,1.0,,1598.0,42.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
378,13440,105000.0,4.0,2012.0,77,,,270892369,4.4,4.38,4.69,4.53,4.33,4.0,13.0,100.0,1.0,,1197.0,58.0,136.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
380,13449,25628.0,3.0,2012.0,77,,,268526832,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1197.0,57.0,134.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
381,13449,53242.0,7.0,2011.0,90,,,270007806,4.56,4.41,4.66,4.58,4.58,4.55,12.0,92.0,1.0,,1390.0,63.0,146.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
382,13460,67500.0,6.0,2010.0,90,,,268935480,4.16,4.38,4.17,4.11,4.38,3.61,18.0,83.0,2.0,6.0,1390.0,64.0,153.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
384,13480,71639.0,3.0,2011.0,77,,,269706278,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,5.0,1600.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
389,13449,31422.0,5.0,2012.0,90,,,268893813,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,3.0,,1400.0,62.0,144.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
396,13680,74881.0,10.0,2010.0,77,,,269391883,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
404,13747,46000.0,4.0,2012.0,77,,,269643782,4.03,4.14,4.42,4.0,4.0,3.4,7.0,71.0,2.0,7.0,1197.0,58.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
408,13770,81088.0,4.0,2010.0,77,,,269698276,3.0,2.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,7.0,1598.0,47.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
411,13770,41539.0,8.0,2010.0,90,,,269729026,4.49,4.48,4.59,4.51,4.51,4.33,27.0,93.0,2.0,7.0,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
415,13795,38866.0,4.0,2013.0,77,,,270459509,4.64,4.61,4.76,4.74,4.62,4.45,84.0,95.0,1.0,,1598.0,42.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
418,13879,59398.0,6.0,2009.0,81,,,268131367,4.22,4.38,4.35,4.25,4.12,4.0,57.0,86.0,2.0,,1968.0,49.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
421,13900,121800.0,9.0,2009.0,125,,,266261461,3.8,4.0,4.0,4.0,4.0,3.0,2.0,100.0,1.0,6.0,1968.0,53.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
422,13930,72597.0,8.0,2011.0,77,8.0,2016.0,270877149,4.48,4.6,4.6,4.6,4.6,4.0,5.0,100.0,1.0,6.0,1197.0,57.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
423,13929,72000.0,5.0,2010.0,103,,,270058481,4.57,4.5,4.75,4.75,4.5,4.33,4.0,100.0,1.0,,1968.0,48.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
424,13940,26800.0,3.0,2012.0,77,,,270328040,3.89,4.25,4.0,4.0,3.75,3.33,4.0,100.0,,6.0,1197.0,57.0,134.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
427,13950,28000.0,7.0,2012.0,90,,,269788686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1390.0,62.0,144.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
429,13948,70543.0,1.0,2011.0,77,,,266766292,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,7.0,1600.0,47.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
430,13989,37500.0,9.0,2009.0,90,,,270650389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1390.0,63.0,146.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
431,13990,35200.0,9.0,2011.0,90,,,270328136,3.9,4.2,3.8,3.8,4.2,3.0,5.0,80.0,,6.0,1390.0,63.0,149.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
444,14330,92633.0,1.0,2012.0,103,1.0,2017.0,270880609,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,,1968.0,56.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
448,14399,108200.0,9.0,2011.0,103,,,254780955,4.5,4.44,4.55,4.55,4.33,4.66,9.0,100.0,1.0,6.0,1968.0,55.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
450,14440,39770.0,6.0,2011.0,118,7.0,2016.0,268629456,4.1,4.13,4.0,4.07,4.46,3.62,15.0,80.0,2.0,,1390.0,60.0,139.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
452,14449,121600.0,8.0,2010.0,118,,,267372813,4.44,5.0,4.0,4.0,5.0,4.0,2.0,100.0,1.0,,1390.0,64.0,152.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
457,14450,18654.0,10.0,2011.0,90,,,269440604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
459,14480,72500.0,10.0,2011.0,77,,,270304302,5.0,5.0,5.0,5.0,5.0,5.0,5.0,80.0,2.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
460,14479,63030.0,8.0,2012.0,103,,,261742729,4.22,4.38,4.35,4.25,4.12,4.0,57.0,86.0,3.0,,1968.0,56.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
464,14490,59300.0,7.0,2011.0,118,,,268624206,4.31,3.75,4.25,4.33,4.66,5.0,4.0,75.0,1.0,7.0,1390.0,60.0,139.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
477,14760,62218.0,5.0,2011.0,103,,,270146963,4.87,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1968.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
484,14860,74748.0,7.0,2011.0,103,7.0,2016.0,270648057,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,,1968.0,56.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
485,14880,83983.0,2.0,2012.0,103,,,270237704,4.4,4.38,4.69,4.53,4.33,4.0,13.0,100.0,1.0,,1968.0,56.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
494,14890,82000.0,9.0,2009.0,155,,,269872581,3.96,3.75,3.85,4.14,4.42,3.5,8.0,100.0,1.0,6.0,1984.0,73.0,170.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
498,14890,45800.0,5.0,2011.0,118,5.0,2016.0,269837547,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,63.0,145.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
499,14900,63300.0,1.0,2012.0,90,1.0,2017.0,270767148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1390.0,60.0,138.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
502,14930,43601.0,9.0,2012.0,77,,,269910554,4.6,4.5,4.0,5.0,4.5,5.0,2.0,100.0,1.0,7.0,1197.0,58.0,134.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
503,14949,78100.0,2.0,2010.0,155,,,270169124,4.85,4.75,5.0,5.0,5.0,4.0,4.0,100.0,3.0,,1984.0,73.0,170.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
505,14944,39320.0,6.0,2011.0,103,,,269615550,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1968.0,48.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
506,14979,68097.0,7.0,2012.0,103,,,269511905,3.89,3.9,4.3,3.94,3.77,3.2,21.0,86.0,,6.0,1968.0,55.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
511,14980,98200.0,4.0,2012.0,103,,,269954235,4.29,4.27,4.35,4.3,4.38,4.11,66.0,91.0,2.0,6.0,2000.0,53.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
515,14990,62200.0,5.0,2011.0,103,,,269589957,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,,6.0,1968.0,55.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
518,14995,28005.0,2.0,2013.0,77,,,268267030,4.75,4.75,4.75,4.87,4.75,4.6,8.0,100.0,1.0,5.0,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
520,14990,61500.0,3.0,2010.0,118,,,266599331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1390.0,64.0,152.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
535,15444,32816.0,2.0,2011.0,77,,,268841118,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1197.0,59.0,136.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
544,15490,48173.0,3.0,2012.0,118,,,269017694,4.19,4.2,4.2,4.25,4.5,3.66,5.0,80.0,,6.0,1390.0,66.0,154.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
546,15490,42125.0,6.0,2012.0,77,,,269202877,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,,5.0,1598.0,45.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
551,15630,103782.0,10.0,2011.0,103,10.0,2016.0,270648103,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,6.0,1968.0,61.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
563,15789,29950.0,3.0,2013.0,77,,,264965774,4.57,4.5,4.75,4.75,4.5,4.33,4.0,100.0,1.0,,1598.0,45.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
592,15930,88606.0,2.0,2012.0,103,1.0,2017.0,270877155,4.48,4.6,4.6,4.6,4.6,4.0,5.0,100.0,1.0,,1968.0,55.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
616,15989,19980.0,7.0,2012.0,77,,,268893770,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,2.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
649,16424,102081.0,10.0,2010.0,125,10.0,2015.0,270311112,3.69,3.77,3.66,3.66,4.0,3.37,9.0,78.0,1.0,,1968.0,59.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
668,16490,26999.0,2.0,2012.0,118,,,269436372,4.4,4.5,4.5,4.5,4.0,4.5,2.0,100.0,1.0,6.0,1390.0,63.0,145.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
695,16750,56552.0,4.0,2012.0,77,,,268102516,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,2.0,5.0,1598.0,48.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
698,16730,95895.0,4.0,2012.0,118,,,269532958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,61.0,143.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
711,16830,29859.0,3.0,2013.0,90,3.0,2016.0,270648124,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,7.0,1390.0,63.0,148.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
721,16850,52713.0,1.0,2012.0,103,,,267731238,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,6.0,1968.0,55.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
742,16949,45514.0,5.0,2012.0,103,,,265978869,4.56,4.41,4.66,4.58,4.58,4.55,12.0,92.0,2.0,,1968.0,53.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
759,16980,68072.0,3.0,2012.0,103,,,270304505,4.9,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1968.0,55.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
766,16980,95810.0,8.0,2010.0,125,,,269905239,4.83,4.87,4.84,4.83,4.85,4.77,185.0,97.0,,,1968.0,,134.0,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
774,16989,45525.0,3.0,2012.0,155,,,268028650,4.11,4.09,4.36,4.27,4.27,3.37,11.0,82.0,,6.0,1984.0,74.0,173.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
795,17330,81148.0,2.0,2012.0,125,,,268688156,4.14,4.15,4.22,4.11,4.31,3.85,19.0,84.0,1.0,,1968.0,51.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
819,17470,23319.0,3.0,2011.0,155,5.0,2016.0,269257430,3.07,2.83,3.33,3.0,3.33,2.75,6.0,50.0,1.0,6.0,1984.0,74.0,173.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
820,17480,66650.0,9.0,2011.0,103,,,269706279,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,6.0,2000.0,49.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
822,17480,34586.0,12.0,2011.0,90,,,269706280,4.29,4.21,4.35,4.23,4.64,3.9,14.0,86.0,1.0,,1400.0,60.0,139.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
829,17489,53733.0,4.0,2009.0,155,,,267475247,4.22,4.38,4.35,4.25,4.12,4.0,57.0,86.0,2.0,,1984.0,74.0,173.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
904,17944,46421.0,4.0,2012.0,77,,,270851776,4.65,4.56,4.56,4.64,4.71,4.88,16.0,100.0,1.0,,1598.0,47.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1013,18789,42311.0,8.0,2011.0,118,,,268893820,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,2.0,,1390.0,63.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1082,18980,79125.0,4.0,2012.0,125,,,270075881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,1968.0,,,5.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1112,19280,74000.0,10.0,2011.0,125,10.0,2016.0,268872272,4.29,4.27,4.35,4.3,4.38,4.11,66.0,91.0,2.0,6.0,2000.0,54.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1130,19430,73049.0,3.0,2011.0,155,,,268936835,4.6,4.5,4.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1984.0,74.0,173.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1132,19437,23798.0,6.0,2014.0,77,6.0,2015.0,269780052,4.03,4.14,4.42,4.0,4.0,3.4,7.0,71.0,1.0,6.0,1197.0,59.0,139.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1134,19440,33600.0,3.0,2012.0,155,,,269379682,4.72,4.66,5.0,4.66,4.66,4.6,6.0,100.0,2.0,,1984.0,73.0,170.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1244,19930,88347.0,3.0,2012.0,125,,,270648105,4.35,4.45,4.27,4.27,4.27,4.57,11.0,100.0,1.0,6.0,1968.0,59.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1259,19970,20200.0,1.0,2014.0,90,,,244550738,4.52,4.5,5.0,4.5,4.75,3.66,4.0,100.0,1.0,7.0,1390.0,63.0,147.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1277,19990,7100.0,9.0,2014.0,77,,,269332426,4.7,5.0,5.0,4.5,4.5,4.5,2.0,100.0,1.0,6.0,1197.0,57.0,135.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1319,20448,28755.0,3.0,2014.0,77,,,268893840,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,,1598.0,44.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1396,20900,33600.0,11.0,2011.0,125,,,263818467,3.8,4.0,4.0,4.0,4.0,3.0,2.0,100.0,2.0,6.0,1968.0,54.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
